Genus	Specific Epithet	Name	Host family	Hosts	Type Host Species Name	Mycorrhizae	Tree	Deciduous_Evergreen	Photosynthesis		
Plasmopara	oenanthes	Plasmopara oenanthes	Apiaceae	Oenanthe javanica subsp. rosthornii (Oenanthe rosthornii)	Oenanthe javanica subsp. rosthornii		No	NA	C3		
Plasmopara	orientalis	Plasmopara orientalis	Cucurbitaceae	Schizopepon bryoniifolius	Schizopepon bryoniifolius		No	NA	C3		
Plasmopara	palmii	Plasmopara palmii	Asteraceae	Piptothrix areolaris (Eupatorium areolare)	Piptothrix areolaris		No	NA	C3		
Plasmopara	panacis	Plasmopara panacis	Araliaceae	Panax ginseng	Panax ginseng		No	NA	C3		
Plasmopara	pastinacae	Plasmopara pastinacae	Apiaceae	Pastinaca sativa	Pastinaca sativa		No	NA	C3		
Plasmopara	paulowniae	Plasmopara paulowniae	Paulowniaceae	Paulownia fortunei	Paulownia fortunei		Tree	Deciduous	C3		
Plasmopara	petasitis	Plasmopara petasitis	Asteraceae	Petasites giganteus	Petasites giganteus		No	NA	C3		
Plasmopara	petroselini	Plasmopara petroselini	Apiaceae	Petroselinum sativum	Petroselinum sativum		No	NA	C3		
Plasmopara	peucedani	Plasmopara peucedani	Apiaceae	Peucedanum palustre	Peucedanum palustre		No	NA	C3		
Plasmopara	phrymae	Plasmopara phrymae	Phrymaceae	Phryma leptistachya	Phryma leptistachya		No	NA	C3		
Plasmopara	pileae	Plasmopara pileae	Urticaceae	Pilea viridissima	Pilea viridissima		No	NA	C3		
Plasmopara	pimpinellae	Plasmopara pimpinellae	Apiaceae	Pimpinella saxifraga and P. magna	Pimpinella saxifraga		No	NA	C3		
Plasmopara	pimpinellae var. maioris	Plasmopara pimpinellae var. maioris	Apiaceae	Pimpinella major	Pimpinella major		No	NA	C3		
Plasmopara	plantaginicola	Plasmopara plantaginicola	Plantaginaceae	Plantago major	Plantago major		No	NA	C3		
Plasmopara	plectranthi	Plasmopara plectranthi	Lamiaceae	Isodon amethystoides (Plectranthus amethystoides)	Isodon amethystoides		No	NA	C3		
Plasmopara	podagrariae	Plasmopara podagrariae	Apiaceae		Aegopodium podagraria		No	NA	C3		
Plasmopara	portoricensis	Plasmopara portoricensis	Meliaceae	Melia azedarach	Melia azedarach		No	NA	C3		
Plasmopara	praetermissa	Plasmopara praetermissa	Geraniaceae	Geranium sylvaticum	Geranium sylvaticum		No	NA	C3		
Plasmopara	pusilla	Plasmopara pusilla	Geraniaceae	Geranium pratense	Geranium pratense		No	NA	C3		
Plasmopara	pyrethri	Plasmopara pyrethri	Asteraceae	Pyrethrum corymbosum	Pyrethrum corymbosum		No	NA	C3		
Plasmopara	ribicola	Plasmopara ribicola	Grossulariaceae	Ribes rubrum	Ribes rubrum		No	NA	C3		
Plasmopara	sambucinae	Plasmopara sambucinae	Adoxaceae	Sambucus miquelii	Sambucus miquelii		No	NA	C3		
Plasmopara	sanguisorbae	Plasmopara sanguisorbae	Rosaceae	Sanguisorba officinalis	Sanguisorba officinalis		No	NA	C3		
Plasmopara	saniculae	Plasmopara saniculae	Apiaceae	Sanicula europaea	Sanicula europaea		No	NA	C3		
Plasmopara	satarensis	Plasmopara satarensis	Malvaceae	Triumfetta rhomboidea	Triumfetta rhomboidea		No	NA	C3		
Plasmopara	saturejae	Plasmopara saturejae	Lamiaceae	Clinopodium gracile (Satureja gracilis)	Clinopodium gracile		No	NA	C3		
Plasmopara	saussureae	Plasmopara saussureae	Asteraceae	Saussurea alpina	Saussurea alpina		No	NA	C3		
Plasmopara	selini	Plasmopara selini	Apiaceae	Selinum carvifolia	Selinum carvifolia		No	NA	C3		
Plasmopara	sigesbeckiae	Plasmopara sigesbeckiae	Asteraceae	Sigesbeckia sp.	Sigesbeckia sp		No	NA	C3		
Plasmopara	sii	Plasmopara sii	Apiaceae	Sium latifolium	Sium latifolium		No	NA	C3		
Plasmopara	silai	Plasmopara silai	Apiaceae	"Silaus pratensis, S. besseri"	Silaus pratensis		No	NA	C3		
Plasmopara	skvortzovii	Plasmopara skvortzovii	Malvaceae	Abutilon avicennae	Abutilon avicennae		No	NA	C3		
Plasmopara	smyrnii	Plasmopara smyrnii	Apiaceae	Smyrnium perfoliatum	Smyrnium perfoliatum		No	NA	C3		
Plasmopara	solidaginis	Plasmopara solidaginis	Asteraceae	Solidago virga-aurea	Solidago virga-aurea		No	NA	C3		
Plasmopara	sphagneticolae	Plasmopara sphagneticolae	Asteraceae	Sphagneticola trilobata	Sphagneticola trilobata		No	NA	C3		
Plasmopara	spilanthicola	Plasmopara spilanthicola	Asteraceae	Spilanthes americana	Spilanthes americana		No	NA	C3		
Plasmopara	triumfettae	Plasmopara triumfettae	Malvaceae	Triumfetta sp	Triumfetta sp		No	NA	C3		
Plasmopara	velutina	Plasmopara velutina	Balsaminaceae	Impatiens balsamina	Impatiens balsamina		No	NA	C3		
Plasmopara	vernoniae-chinensis	Plasmopara vernoniae-chinensis	Asteraceae	Blumea chinensis (Vernonia chinensis)	Blumea chinensis		No	NA	C3		
Plasmopara	viburni	Plasmopara viburni	Adoxaceae	Viburnum dentatum	Viburnum dentatum		No	NA	C3		
Plasmopara	vincetoxici	Plasmopara vincetoxici	Apocynaceae	Vincetoxicum sp	Vincetoxicum sp		No	NA	C3		
Plasmopara	viticola	Plasmopara viticola	Vitaceae	Vitis aestivalis	Vitis aestivalis		No	NA	C3		
Plasmopara	wartenweileri	Plasmopara wartenweileri	Ranunculaceae	Anemone canadensis	Anemone canadensis		No	NA	C3		
Plasmopara	wildemaniana	Plasmopara wildemaniana	Acanthaceae	"Justicia sp., Asystasia mysorensis (A. schimperi), Peristrophe bicalyculata, Rungia parviflora "	Justicia sp		No	NA	C3		
Plasmopara	wilsonii	Plasmopara wilsonii	Geraniaceae	Geranium carolinianum	Geranium carolinianum		No	NA	C3		
Plasmopara	yunnanensis	Plasmopara yunnanensis	Asteraceae	Galinsoga parviflora	Galinsoga parviflora		No	NA	C3		
Plasmoverna	alpina	Plasmoverna alpina	Ranunculaceae	Thalictrum alpinum	Thalictrum alpinum		No	NA	C3		
Plasmoverna	anemones-dichotomae	Plasmoverna anemones-dichotomae	Ranunculaceae	Anemonidium dichotomum	Anemonidium dichotomum		No	NA	C3		
Plasmoverna	anemones-ranunculoidis	Plasmoverna anemones-ranunculoidis	Ranunculaceae	Anemone ranunculoides	Anemone ranunculoides		No	NA	C3		
Plasmoverna	fusca	Plasmoverna fusca	Ranunculaceae	Hepatica nobilis	Hepatica nobilis		No	NA	C3		
Plasmoverna	hellebori	Plasmoverna hellebori	Ranunculaceae	Helleborus purpurascens	Helleborus purpurascens		No	NA	C3		
Plasmoverna	isopyri-thalictroidis	Plasmoverna isopyri-thalictroidis	Ranunculaceae	Isopyrum thalictroides	Isopyrum thalictroides		No	NA	C3		
Plasmoverna	pygmaea	Plasmoverna pygmaea	Ranunculaceae	Anemone nemorosa	Anemone nemorosa		No	NA	C3		
Poakatesthia	penniseti	Poakatesthia penniseti	Poaceae	Pennisetum glaucum	Pennisetum glaucum		No	NA	C4		
Protobremia	sphaerosperma	Protobremia sphaerosperma	Asteraceae		Tragopogon dubius		No	NA	C3		
Pseudoperonospora	cannabina	Pseudoperonospora cannabina	Cannabaceae	Cannabis sativa	Cannabis sativa		No	NA	C3		
Pseudoperonospora	cassia	Pseudoperonospora cassia	Fabaceae	Senna occidentalis 	Senna occidentalis 		No	NA	C3		
Pseudoperonospora	celtidis	Pseudoperonospora celtidis	Cannabaceae	Celtis occidentalis	Celtis occidentalis		Tree	Deciduous	C3		
Pseudoperonospora	cubensis	Pseudoperonospora cubensis	Cucurbitaceae	Cucurbita sp	Cucurbita sp		No	NA	C3		
Pseudoperonospora	elsholtziae	Pseudoperonospora elsholtziae	Lamiaceae	Elsholtzia ciliata	Elsholtzia ciliata		No	NA	C3		
Pseudoperonospora	humuli	Pseudoperonospora humuli	Cannabaceae	Humulus lupulus	Humulus lupulus		No	NA	C3		
Pseudoperonospora	urticae	Pseudoperonospora urticae	Urticaceae	Urtica dioica	Urtica dioica		No	NA	C3		
Sclerophthora	cryophila	Sclerophthora cryophila	Poaceae	Dactylis glomerata	Dactylis glomerata		No	NA	C3		
Sclerophthora	lolii	Sclerophthora lolii	Poaceae	Lolium rigidum	Lolium rigidum		No	NA	C3		
Sclerophthora	macrospora	Sclerophthora macrospora	Poaceae	Alopecurus sp	Alopecurus sp		No	NA	C3		
Sclerophthora	northii	Sclerophthora northii	Poaceae	Saccharum maximum	Saccharum maximum		No	NA	C4		
Sclerophthora	rayssiae var. rayssiae	Sclerophthora rayssiae var. rayssiae	Poaceae	Hordei vulgaris	Hordei vulgaris		No	NA	C3		
Sclerophthora	rayssiae var. zea	Sclerophthora rayssiae var. zea	Poaceae	Zea mays var. indurata	Zea mays var. indurata		No	NA	C4		
Sclerospora	farlowii	Sclerospora farlowii	Poaceae	Chloris virgata	Chloris virgata		No	NA	C4		
Sclerospora	graminicola	Sclerospora graminicola	Poaceae	Setaria virids	Setaria virids		No	NA	C4		
Sclerospora	iseilmatis	Sclerospora iseilmatis	Poaceae	Iseilema laxum	Iseilema laxum		No	NA	C4		
Sclerospora	magnusiana	Sclerospora magnusiana	Equisetaceae	Equisetum arvense	Equisetum arvense		No	NA	C3		
Viennotia	oplismeni	Viennotia oplismeni	Poaceae	Oplismeni compositus	Oplismenus compositus		No	NA	C4		
