"genus"	"specific_epithet"	"name"	"type_host_species_name"	"host_family"	"mycorrhizae"	"photosynthesis"
"225"	"Peronospora"	"chenopodii-urbici"	"Peronospora chenopodii-urbici"	"Chenopodium urbicum"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"226"	"Peronospora"	"chenopodii-vulvariae"	"Peronospora chenopodii-vulvariae"	"Chenopodium vulvaria"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"227"	"Peronospora"	"chlorae"	"Peronospora chlorae"	"Blackstonia perfoliata"	"Gentinaceae"	"mycorrhizal"	"C3"
"228"	"Peronospora"	"choii"	"Peronospora choii"	"Plectranthus scutellarioides"	"Lamiaceae"	"mycorrhizal"	"C3"
"229"	"Peronospora"	"chrysosplenii"	"Peronospora chrysosplenii"	"Chrysosplenium alternifolium"	"Saxifragaceae"	"mycorrhizal"	"C3"
"230"	"Peronospora"	"ciceris"	"Peronospora ciceris"	"Cicer arietinum"	"Fabaceae"	"mycorrhizal"	"C3"
"231"	"Peronospora"	"cilicica"	"Peronospora cilicica"	"Vicia narbonensis"	"Fabaceae"	"mycorrhizal"	"C3"
"232"	"Peronospora"	"claytoniae"	"Peronospora claytoniae"	"Clatyonia virginica"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"233"	"Peronospora"	"clinopodii"	"Peronospora clinopodii"	"Clinopodium micranthum var. sachalinense"	"Lamiaceae"	"mycorrhizal"	"C3"
"234"	"Peronospora"	"conglomerata"	"Peronospora conglomerata"	"Geranium pusillum"	"Geraniaceae"	"mycorrhizal"	"C3"
"235"	"Peronospora"	"consolidae"	"Peronospora consolidae"	"Consolida regalis"	"Ranunculaceae"	"mycorrhizal"	"C3"
"236"	"Peronospora"	"convolvuli"	"Peronospora convolvuli"	"Convolvulus arvensis"	"Convolvulaceae"	"mycorrhizal"	"C3"
"237"	"Peronospora"	"corollae"	"Peronospora corollae"	"Campanula persicifolia"	"Campanulaceae"	"mycorrhizal"	"C3"
"238"	"Peronospora"	"coronillae"	"Peronospora coronillae"	"Securigera varia"	"Fabaceae"	"mycorrhizal"	"C3"
"239"	"Peronospora"	"coronillicola"	"Peronospora coronillicola"	"Coronilla valentina"	"Fabaceae"	"mycorrhizal"	"C3"
"240"	"Peronospora"	"cortusae"	"Peronospora cortusae"	"Primula matthioli"	"Primulaceae"	"mycorrhizal"	"C3"
"241"	"Peronospora"	"corydalis"	"Peronospora corydalis"	"Corydalis solida"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"242"	"Peronospora"	"corydalis-intermediae"	"Peronospora corydalis-intermediae"	"Corydalis intermedia"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"243"	"Peronospora"	"cristata"	"Peronospora cristata"	"Papaver hybridum"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"244"	"Peronospora"	"crucianellae"	"Peronospora crucianellae"	"Crucianella hirta"	"Rubiaceae"	"mycorrhizal"	"C3"
"245"	"Peronospora"	"cucubali"	"Peronospora cucubali"	"Silene baccifer"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"246"	"Peronospora"	"cynoglossi"	"Peronospora cynoglossi"	"Cynoglossum virginianum"	"Boraginaceae"	"mycorrhizal"	"C3"
"247"	"Peronospora"	"cyparissiae"	"Peronospora cyparissiae"	"Euphorbia cyparissias"	"Euphorbiaceae"	"mycorrhizal"	"C3"
"248"	"Peronospora"	"cytisi"	"Peronospora cytisi"	"Laburnum anagyroides"	"Fabaceae"	"mycorrhizal"	"C3"
"249"	"Peronospora"	"davisii"	"Peronospora davisii"	"Dracocephalum parviflorum"	"Lamiaceae"	"mycorrhizal"	"C3"
"250"	"Peronospora"	"debaryi"	"Peronospora debaryi"	"Utrica urens"	"Urticaceae"	"mycorrhizal"	"C3"
"251"	"Peronospora"	"desmodii"	"Peronospora desmodii"	"Hylodesmum podocarpum ssp. oxyphyllum"	"Fabaceae"	"mycorrhizal"	"C3"
"252"	"Peronospora"	"destructor"	"Peronospora destructor"	"Allium cepa"	"Amaryllidaceae"	"mycorrhizal"	"C3"
"253"	"Peronospora"	"dianthi"	"Peronospora dianthi"	"Petrorhagia prolifera"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"254"	"Peronospora"	"dicentrae"	"Peronospora dicentrae"	"Dicentra canadensis"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"255"	"Peronospora"	"digitalidis"	"Peronospora digitalidis"	"Digitalis grandiflora"	"Plantaginaceae"	"mycorrhizal"	"C3"
"256"	"Peronospora"	"dipeltae"	"Peronospora dipeltae"	"Astragalus dipelta"	"Fabaceae"	"mycorrhizal"	"C3"
"257"	"Peronospora"	"dipsaci"	"Peronospora dipsaci"	"Dipsacus fullonum"	"Caprifoliaceae"	"mycorrhizal"	"C3"
"258"	"Peronospora"	"dorycnii"	"Peronospora dorycnii"	"Dorycnium pentaphyllum ssp. herbaceum"	"Fabaceae"	"mycorrhizal"	"C3"
"259"	"Peronospora"	"dracocephali"	"Peronospora dracocephali"	"Dracocephalum ruyschiana"	"Lamiaceae"	"mycorrhizal"	"C3"
"260"	"Peronospora"	"dubia"	"Peronospora dubia"	"Hyoscyamus niger"	"Solanaceae"	"mycorrhizal"	"C3"
"261"	"Peronospora"	"ducometii"	"Peronospora ducometii"	"Fagopyrum esculentum"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"262"	"Peronospora"	"echii"	"Peronospora echii"	"Echium vulgare"	"Boraginaceae"	"mycorrhizal"	"C3"
"263"	"Peronospora"	"echinopsili"	"Peronospora echinopsili"	"Bassia hyssopifolia"	"Amaranthaceae"	"nonmycorrhizal"	"C4"
"264"	"Peronospora"	"echinospermi"	"Peronospora echinospermi"	"Lappula occidentalis var. cupulata "	"Boraginaceae"	"mycorrhizal"	"C3"
"265"	"Peronospora"	"effusa"	"Peronospora effusa"	"Spinacia oleracea"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"266"	"Peronospora"	"effusa-ciconia"	"Peronospora effusa-ciconia"	"Erodium ciconium"	"Geraniaceae"	"mycorrhizal"	"C3"
"267"	"Peronospora"	"elsholtziae"	"Peronospora elsholtziae"	"Elsholtzia ciliata"	"Lamiaceae"	"mycorrhizal"	"C3"
"268"	"Peronospora"	"embergeri"	"Peronospora embergeri"	"Euphorbia characias"	"Euphorbiaceae"	"mycorrhizal"	"C3"
"269"	"Peronospora"	"epiphylla"	"Peronospora epiphylla"	"Atriplex prostrata ssp. calotheca"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"270"	"Peronospora"	"eranthidis-hyemalis"	"Peronospora eranthidis-hyemalis"	"Eranthis hyemalis"	"Ranunculaceae"	"mycorrhizal"	"C3"
"271"	"Peronospora"	"erigoni"	"Peronospora erigoni"	"Eriogonum deflexum"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"272"	"Peronospora"	"erinicola"	"Peronospora erinicola"	"Campanula erinus"	"Campanulaceae"	"mycorrhizal"	"C3"
"273"	"Peronospora"	"eritrichii"	"Peronospora eritrichii"	"Eritrichium pectinatum"	"Boraginaceae"	"mycorrhizal"	"C3"
"274"	"Peronospora"	"erodii"	"Peronospora erodii"	"Erodium cicutarium"	"Geraniaceae"	"mycorrhizal"	"C3"
"275"	"Peronospora"	"ervi"	"Peronospora ervi"	"Vicia hirsuta"	"Fabaceae"	"mycorrhizal"	"C3"
"276"	"Peronospora"	"erythraeae"	"Peronospora erythraeae"	"Centaurium erythraea"	"Gentianaceae"	"mycorrhizal"	"C3"
"277"	"Peronospora"	"esperaussensis"	"Peronospora esperaussensis"	"Lotus angustissimus"	"Fabaceae"	"mycorrhizal"	"C3"
"278"	"Peronospora"	"esulae"	"Peronospora esulae"	"Euphorbia esula"	"Euphorbiaceae"	"mycorrhizal"	"C3"
"279"	"Peronospora"	"euphorbiae"	"Peronospora euphorbiae"	"Euphorbia platyphyllos"	"Euphorbiaceae"	"mycorrhizal"	"C3"
"280"	"Peronospora"	"euphorbiae-glyptospermae"	"Peronospora euphorbiae-glyptospermae"	"Euphorbia glyptosperma"	"Euphorbiaceae"	"mycorrhizal"	"C4"
"281"	"Peronospora"	"euphorbiae-thymifoliae"	"Peronospora euphorbiae-thymifoliae"	"Euphorbia humifusa"	"Euphorbiaceae"	"mycorrhizal"	"C4"
"282"	"Peronospora"	"eurotiae"	"Peronospora eurotiae"	"Krascheninnikovia ceratoides"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"283"	"Peronospora"	"fabae"	"Peronospora fabae"	"Vicia faba"	"Fabaceae"	"mycorrhizal"	"C3"
"284"	"Peronospora"	"favargeri"	"Peronospora favargeri"	"Euphorbia hirta"	"Euphorbiaceae"	"mycorrhizal"	"C4"
"285"	"Peronospora"	"ficariae"	"Peronospora ficariae"	"Ficaria verna"	"Ranunculaceae"	"mycorrhizal"	"C3"
"286"	"Peronospora"	"flava"	"Peronospora flava"	"Linaria vulgaris"	"Plantaginaceae"	"mycorrhizal"	"C3"
"287"	"Peronospora"	"fontana"	"Peronospora fontana"	"Cerastium fontanum"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"288"	"Peronospora"	"fragariae"	"Peronospora fragariae"	"Potentilla sterilis"	"Rosaceae"	"mycorrhizal"	"C3"
"289"	"Peronospora"	"fritzii"	"Peronospora fritzii"	"Convolvulus althaeoides"	"Convolvulaceae"	"mycorrhizal"	"C3"
"290"	"Peronospora"	"fujitai"	"Peronospora fujitai"	"Allium victorialis"	"Amaryllidaceae"	"mycorrhizal"	"C3"
"291"	"Peronospora"	"fulva"	"Peronospora fulva"	"Lathyrus pratensis"	"Fabaceae"	"mycorrhizal"	"C3"
"292"	"Peronospora"	"gaeumannii"	"Peronospora gaeumannii"	"Agremone mexicana"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"293"	"Peronospora"	"galegae"	"Peronospora galegae"	"Galega officinalis"	"Fabaceae"	"mycorrhizal"	"C3"
"294"	"Peronospora"	"galeopsidis"	"Peronospora galeopsidis"	"Galeopsis tetrahit"	"Fabaceae"	"mycorrhizal"	"C3"
"295"	"Peronospora"	"galii"	"Peronospora galii"	"Gallium mollugo"	"Rubiaceae"	"mycorrhizal"	"C3"
"296"	"Peronospora"	"galii-anglici"	"Peronospora galii-anglici"	"Galium sp"	"Rubiaceae"	"mycorrhizal"	"C3"
"297"	"Peronospora"	"galii-pedemontani"	"Peronospora galii-pedemontani"	"Cruciata pedemontana"	"Rubiaceae"	"mycorrhizal"	"C3"
"298"	"Peronospora"	"galii-rubioides"	"Peronospora galii-rubioides"	"Galium rubioides"	"Rubiaceae"	"mycorrhizal"	"C3"
"299"	"Peronospora"	"galii-trifidii"	"Peronospora galii-trifidii"	"Galium trifidum"	"Rubiaceae"	"mycorrhizal"	"C3"
"300"	"Peronospora"	"galii-veri"	"Peronospora galii-veri"	"Galium verum"	"Rubiaceae"	"mycorrhizal"	"C3"
"301"	"Peronospora"	"gaponenkoae"	"Peronospora gaponenkoae"	"Plantago lanceolata"	"Plantaginaceae"	"mycorrhizal"	"C3"
"302"	"Peronospora"	"gei"	"Peronospora gei"	"Geum canadense"	"Rosaceae"	"mycorrhizal"	"C3"
"303"	"Peronospora"	"gentianae"	"Peronospora gentianae"	"Gentianella campestris"	"Gentinaceae"	"mycorrhizal"	"C3"
"304"	"Peronospora"	"gigantea"	"Peronospora gigantea"	"Ranunculus lingua"	"Ranunculaceae"	"mycorrhizal"	"C3"
"305"	"Peronospora"	"glacialis"	"Peronospora glacialis"	"Ranunculus glacialis"	"Ranunculaceae"	"mycorrhizal"	"C3"
"306"	"Peronospora"	"glaucii"	"Peronospora glaucii"	"Glaucium corniculatum"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"307"	"Peronospora"	"glechomae"	"Peronospora glechomae"	"Glechoma hederacea"	"Lamiaceae"	"mycorrhizal"	"C3"
"308"	"Peronospora"	"gregoriae"	"Peronospora gregoriae"	"Vitaliana primuliflora"	"Primulaceae"	"mycorrhizal"	"C3"
"309"	"Peronospora"	"grisea"	"Peronospora grisea"	"Veronica beccabunga"	"Plantaginaceae"	"mycorrhizal"	"C3"
"310"	"Peronospora"	"gypsophilae"	"Peronospora gypsophilae"	"Gypsophila muralis"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"311"	"Peronospora"	"hariotii"	"Peronospora hariotii"	"Buddleja globosa"	"Scrophulariaceae"	"mycorrhizal"	"C3"
"312"	"Peronospora"	"hedeomatis"	"Peronospora hedeomatis"	"Hedeoma hispida"	"Lamiaceae"	"mycorrhizal"	"C3"
"313"	"Peronospora"	"hellebori-purpurascentis"	"Peronospora hellebori-purpurascentis"	"Helleborus purpurascens"	"Ranunculaceae"	"mycorrhizal"	"C3"
"314"	"Peronospora"	"helvetica"	"Peronospora helvetica"	"Cerastium latifolium"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"315"	"Peronospora"	"herniariae"	"Peronospora herniariae"	"Herniaria hirsuta"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"316"	"Peronospora"	"hiemalis"	"Peronospora hiemalis"	"Ranunculus acris "	"Ranunculaceae"	"mycorrhizal"	"C3"
"317"	"Peronospora"	"hiratsukae"	"Peronospora hiratsukae"	"Galium kikiumugura"	"Rubiaceae"	"mycorrhizal"	"C3"
"318"	"Peronospora"	"holostei"	"Peronospora holostei"	"Holosteum umbellatum"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"319"	"Peronospora"	"hommae"	"Peronospora hommae"	"Galium trifloriformis"	"Rubiaceae"	"mycorrhizal"	"C3"
"320"	"Peronospora"	"honckenyae"	"Peronospora honckenyae"	"Honckenya peploides"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"321"	"Peronospora"	"hydrophylli"	"Peronospora hydrophylli"	"Hydrophyllum virginianum"	"Boraginaceae"	"mycorrhizal"	"C3"
"322"	"Peronospora"	"hylomeconis"	"Peronospora hylomeconis"	"Chelidonium japonicum"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"323"	"Peronospora"	"hyoscyami"	"Peronospora hyoscyami"	"Hyoscyamus sp."	"Solanaceae"	"mycorrhizal"	"C3"
"324"	"Peronospora"	"hypecoi"	"Peronospora hypecoi"	"Hypecoum pendulum"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"325"	"Peronospora"	"hypericifoliae"	"Peronospora hypericifoliae"	"Euphorbia hypericifolia"	"Euphorbiaceae"	"mycorrhizal"	"C4"
"326"	"Peronospora"	"ibarakii"	"Peronospora ibarakii"	"Filipendula kamtschatica"	"Rosaceae"	"mycorrhizal"	"C3"
"327"	"Peronospora"	"ibrahimovii"	"Peronospora ibrahimovii"	"Ziziphora capitata"	"Lamiaceae"	"mycorrhizal"	"C3"
"328"	"Peronospora"	"illyrica"	"Peronospora illyrica"	"Ranunculus illyricus"	"Ranunculaceae"	"mycorrhizal"	"C3"
"329"	"Peronospora"	"indica"	"Peronospora indica"	"Calceolaria tripartita"	"Calceolariaceae"	"mycorrhizal"	"C3"
"330"	"Peronospora"	"insubrica"	"Peronospora insubrica"	"Asperula purpurea"	"Rubiaceae"	"mycorrhizal"	"C3"
"331"	"Peronospora"	"iwatensis"	"Peronospora iwatensis"	"Trautvetteria caroliniensis var. japonica"	"Ranunculaceae"	"mycorrhizal"	"C3"
"332"	"Peronospora"	"jaapiana"	"Peronospora jaapiana"	"Rheum rhaponticum"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"333"	"Peronospora"	"jacksonii"	"Peronospora jacksonii"	"Mimulus guttatus"	"Phrymaceae"	"mycorrhizal"	"C3"
"334"	"Peronospora"	"jagei"	"Peronospora jagei"	"Stachys palustris"	"Lamiaceae"	"mycorrhizal"	"C3"
"335"	"Peronospora"	"karelii"	"Peronospora karelii"	"Scabiosa rotata"	"Caprifoliaceae"	"mycorrhizal"	"C3"
"336"	"Peronospora"	"knautiae"	"Peronospora knautiae"	"Knautia arvensis"	"Caprifoliaceae"	"mycorrhizal"	"C3"
"337"	"Peronospora"	"kochiae"	"Peronospora kochiae"	"Kochia sedoides"	"Amaranthaceae"	"nonmycorrhizal"	"C4"
"338"	"Peronospora"	"kochiae-scopariae"	"Peronospora kochiae-scopariae"	"Bassia scoparia"	"Amaranthaceae"	"nonmycorrhizal"	"C4"
"339"	"Peronospora"	"kuewa"	"Peronospora kuewa"	"Plantago princeps var. princeps"	"Plantaginaceae"	"mycorrhizal"	"C3"
"340"	"Peronospora"	"lagerheimii"	"Peronospora lagerheimii"	"Caragana arborescens"	"Fabaceae"	"mycorrhizal"	"C3"
"341"	"Peronospora"	"lallemantiae"	"Peronospora lallemantiae"	"Lallemantia royleana"	"Lamiaceae"	"mycorrhizal"	"C3"
"342"	"Peronospora"	"lamii"	"Peronospora lamii"	"Lamium purpureum"	"Lamiaceae"	"mycorrhizal"	"C3"
"343"	"Peronospora"	"lapponica"	"Peronospora lapponica"	"Euphrasia stricta"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"344"	"Peronospora"	"lathyri-aphacae"	"Peronospora lathyri-aphacae"	"Lathyrus aphaca"	"Fabaceae"	"mycorrhizal"	"C3"
"345"	"Peronospora"	"lathyri-hirsuti"	"Peronospora lathyri-hirsuti"	"Lathyrus hirsutus"	"Fabaceae"	"mycorrhizal"	"C3"
"346"	"Peronospora"	"lathyri-humilis"	"Peronospora lathyri-humilis"	"Lathyrus humilis"	"Fabaceae"	"mycorrhizal"	"C3"
"347"	"Peronospora"	"lathyri-maritimi"	"Peronospora lathyri-maritimi"	"Lathyrus japonicas ssp. maritimus"	"Fabaceae"	"mycorrhizal"	"C3"
"348"	"Peronospora"	"lathyri-palustris"	"Peronospora lathyri-palustris"	"Lathyrus palustris"	"Fabaceae"	"mycorrhizal"	"C3"
"349"	"Peronospora"	"lathyri-pisiformis"	"Peronospora lathyri-pisiformis"	"Lathyrus pisiformis"	"Fabaceae"	"mycorrhizal"	"C3"
"350"	"Peronospora"	"lathyri-rosei"	"Peronospora lathyri-rosei"	"Lathyrus roseus"	"Fabaceae"	"mycorrhizal"	"C3"
"351"	"Peronospora"	"lathyri-verni"	"Peronospora lathyri-verni"	"Lathyrus vernus"	"Fabaceae"	"mycorrhizal"	"C3"
"352"	"Peronospora"	"lathyri-versicoloris"	"Peronospora lathyri-versicoloris"	"Lathyrus pannonicus"	"Fabaceae"	"mycorrhizal"	"C3"
"353"	"Peronospora"	"lathyrina"	"Peronospora lathyrina"	"Lathyrus latifolius"	"Fabaceae"	"mycorrhizal"	"C3"
"354"	"Peronospora"	"lentis"	"Peronospora lentis"	"Lens culinaris"	"Fabaceae"	"mycorrhizal"	"C3"
"355"	"Peronospora"	"leonuri"	"Peronospora leonuri"	"Leonurus macranthus"	"Lamiaceae"	"mycorrhizal"	"C3"
"356"	"Peronospora"	"lepigoni"	"Peronospora lepigoni"	"Spergularia rubra"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"357"	"Peronospora"	"leptopyri"	"Peronospora leptopyri"	"Leptopyrum fumarioides"	"Ranunculaceae"	"mycorrhizal"	"C3"
"358"	"Peronospora"	"linariae"	"Peronospora linariae"	"Chaenorhinum minus"	"Plantaginaceae"	"mycorrhizal"	"C3"
"359"	"Peronospora"	"linariae-genistifoliae"	"Peronospora linariae-genistifoliae"	"Linaria genistifolia"	"Plantaginaceae"	"mycorrhizal"	"C3"
"360"	"Peronospora"	"lini"	"Peronospora lini"	"Linum catharitum"	"Linaceae"	"mycorrhizal"	"C3"
"361"	"Peronospora"	"lithospermi"	"Peronospora lithospermi"	"Buglossoides arvensis"	"Boraginaceae"	"mycorrhizal"	"C3"
"362"	"Peronospora"	"litoralis"	"Peronospora litoralis"	"Atriplex littoralis"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"363"	"Peronospora"	"lophanthi"	"Peronospora lophanthi"	"Agastache scrophulariifolia"	"Lamiaceae"	"mycorrhizal"	"C3"
"364"	"Peronospora"	"lotorum"	"Peronospora lotorum"	"Lotus pedunculatus"	"Fabaceae"	"mycorrhizal"	"C3"
"365"	"Peronospora"	"lychnitis"	"Peronospora lychnitis"	"Silene coronaria"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"366"	"Peronospora"	"lycii"	"Peronospora lycii"	"Lycium chinense"	"Solanaceae"	"mycorrhizal"	"C3"
"367"	"Peronospora"	"manshurica"	"Peronospora manshurica"	"Glycine max"	"Fabaceae"	"mycorrhizal"	"C3"
"368"	"Peronospora"	"mayorii"	"Peronospora mayorii"	"Vicia cracca"	"Fabaceae"	"mycorrhizal"	"C3"
"369"	"Peronospora"	"meconopsidis"	"Peronospora meconopsidis"	"Papaver cambricum"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"370"	"Peronospora"	"media"	"Peronospora media"	"Stellaria media"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"371"	"Peronospora"	"medicaginis-minimae"	"Peronospora medicaginis-minimae"	"Medicago minima"	"Fabaceae"	"mycorrhizal"	"C3"
"372"	"Peronospora"	"medicaginis-orbicularis"	"Peronospora medicaginis-orbicularis"	"Medicago orbicularis"	"Fabaceae"	"mycorrhizal"	"C3"
"373"	"Peronospora"	"medicaginis-tianschanicae"	"Peronospora medicaginis-tianschanicae"	"Medicago sativa ssp. varia"	"Fabaceae"	"mycorrhizal"	"C3"
"374"	"Peronospora"	"melampyri"	"Peronospora melampyri"	"Melampyrum nemorosum"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"375"	"Peronospora"	"melampyri-cristati"	"Peronospora melampyri-cristati"	"Melampyrum cristatum"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"376"	"Peronospora"	"melandryi"	"Peronospora melandryi"	"Silene alba"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"377"	"Peronospora"	"melandryi-noctoflori"	"Peronospora melandryi-noctoflori"	"Silene noctiflora"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"378"	"Peronospora"	"meliloti"	"Peronospora meliloti"	"Melilotus officinalis ssp. alba"	"Fabaceae"	"mycorrhizal"	"C3"
"379"	"Peronospora"	"melissiti"	"Peronospora melissiti"	"Medicago platycarpus"	"Fabaceae"	"mycorrhizal"	"C3"
"380"	"Peronospora"	"menthae"	"Peronospora menthae"	"Mentha arvensis"	"Lamiaceae"	"mycorrhizal"	"C3"
"381"	"Peronospora"	"mesembryanthemi"	"Peronospora mesembryanthemi"	"Mesembryanthemum sp"	"Aizoaceae"	"mycorrhizal"	"C3/CAM"
"382"	"Peronospora"	"microulae"	"Peronospora microulae"	"Microula pseudotrichocarpa"	"Boraginaceae"	"mycorrhizal"	"C3"
"383"	"Peronospora"	"minima"	"Peronospora minima"	"Saxifraga cernua"	"Saxifragaceae"	"mycorrhizal"	"C3"
"384"	"Peronospora"	"mirabilis"	"Peronospora mirabilis"	"Androsace filiformis"	"Primulaceae"	"mycorrhizal"	"C3"
"385"	"Peronospora"	"moenchiae"	"Peronospora moenchiae"	"Moenchia erecta"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"386"	"Peronospora"	"monardae"	"Peronospora monardae"	"Monarda didyma"	"Lamiaceae"	"mycorrhizal"	"C3"
"387"	"Peronospora"	"monolepidis"	"Peronospora monolepidis"	"Monolepis nuttalliana"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"388"	"Peronospora"	"moreaui"	"Peronospora moreaui"	"Lathyrus linifolius"	"Fabaceae"	"mycorrhizal"	"C3"
"389"	"Peronospora"	"muralis"	"Peronospora muralis"	"Chenopodium murale"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"390"	"Peronospora"	"myosotidis"	"Peronospora myosotidis"	"Myosotis arvensis"	"Boraginaceae"	"mycorrhizal"	"C3"
"391"	"Peronospora"	"myosuri"	"Peronospora myosuri"	"Myosurus minimus"	"Ranunculaceae"	"mycorrhizal"	"C3"
"392"	"Peronospora"	"narbonensis"	"Peronospora narbonensis"	"Vicia narbonensis"	"Fabaceae"	"mycorrhizal"	"C3"
"393"	"Peronospora"	"nemophilae"	"Peronospora nemophilae"	"Nemophila pedunculata"	"Boraginaceae"	"mycorrhizal"	"C3"
"394"	"Peronospora"	"nitens"	"Peronospora nitens"	"Atriplex sagittata"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"395"	"Peronospora"	"noneae"	"Peronospora noneae"	"Nonea sp"	"Boraginaceae"	"mycorrhizal"	"C3"
"396"	"Peronospora"	"obionis-verruciferae"	"Peronospora obionis-verruciferae"	"Atriplex verrucifera"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"397"	"Peronospora"	"oblatispora"	"Peronospora oblatispora"	"Potentilla paradoxa"	"Rosaceae"	"mycorrhizal"	"C3"
"398"	"Peronospora"	"obovata"	"Peronospora obovata"	"Spergula arvensis"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"399"	"Peronospora"	"odessana"	"Peronospora odessana"	"Gymnospermium odessanum"	"Berberidaceae"	"mycorrhizal"	"C3"
"400"	"Peronospora"	"oerteliana"	"Peronospora oerteliana"	"Primula veris"	"Primulaceae"	"mycorrhizal"	"C3"
"401"	"Peronospora"	"omphalodis"	"Peronospora omphalodis"	"Omphalodes scorpioides"	"Boraginaceae"	"mycorrhizal"	"C3"
"402"	"Peronospora"	"ononidis"	"Peronospora ononidis"	"Ononis spinose ssp. procurrens"	"Fabaceae"	"mycorrhizal"	"C3"
"403"	"Peronospora"	"ornithopi"	"Peronospora ornithopi"	"Ornithopus perpusillus"	"Fabaceae"	"mycorrhizal"	"C3"
"404"	"Peronospora"	"orobi"	"Peronospora orobi"	"Lathyrus linifolius"	"Fabaceae"	"mycorrhizal"	"C3"
"405"	"Peronospora"	"oxalidis"	"Peronospora oxalidis"	"Oxalis pes-caprae"	"Oxalidaceae"	"mycorrhizal"	"C3"
"406"	"Peronospora"	"oxybaphi"	"Peronospora oxybaphi"	"Oxybaphus nyctagineus"	"Nyctagineaceae"	"mycorrhizal"	"C3"
"407"	"Peronospora"	"oxytropidis"	"Peronospora oxytropidis"	"Oxytropis campestris"	"Fabaceae"	"mycorrhizal"	"C3"
"408"	"Peronospora"	"palustris"	"Peronospora palustris"	"Veronica scutellata"	"Plantaginaceae"	"mycorrhizal"	"C3"
"409"	"Peronospora"	"parietariae"	"Peronospora parietariae"	"Parietaria officinalis"	"Urticaceae"	"mycorrhizal"	"C3"
"410"	"Peronospora"	"parva"	"Peronospora parva"	"Stellaria holostea"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"411"	"Peronospora"	"parvula"	"Peronospora parvula"	"Leptopyrum fumarioides"	"Ranunculaceae"	"mycorrhizal"	"C3"
"412"	"Peronospora"	"patriniae"	"Peronospora patriniae"	"Patrinia intermedia"	"Caprifoliaceae"	"mycorrhizal"	"C3"
"413"	"Peronospora"	"paula"	"Peronospora paula"	"Cerastium semidecandrum"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"414"	"Peronospora"	"pedicularis"	"Peronospora pedicularis"	"Pedicularis lapponica"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"415"	"Peronospora"	"pennsylvanica"	"Peronospora pennsylvanica"	"Ranunculus pennsylvanicus"	"Ranunculaceae"	"mycorrhizal"	"C3"
"416"	"Peronospora"	"perillae"	"Peronospora perillae"	"Perilla frutescens"	"Lamiaceae"	"mycorrhizal"	"C3"
"417"	"Peronospora"	"phacae"	"Peronospora phacae"	"Astragalus sp"	"Fabaceae"	"mycorrhizal"	"C3"
"418"	"Peronospora"	"phlogina"	"Peronospora phlogina"	"Phlox divaricata"	"Polemoniaceae"	"mycorrhizal"	"C3"
"419"	"Peronospora"	"phyteumatis"	"Peronospora phyteumatis"	"Phyteuma nigrum"	"Campanulaceae"	"mycorrhizal"	"C3"
